,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,state_cleaned,City
9439,,Algeria,28.0339,1.6596,2020-02-18,0,0,0,Timokten,
9440,,Croatia,45.1,15.2,2020-02-18,0,0,0,Jezerane,
9441,,Switzerland,46.8182,8.2275,2020-02-18,0,0,0,Bern,
9442,,Austria,47.5162,14.5501,2020-02-18,0,0,0,Vienna,
9443,,Israel,31.0,35.0,2020-02-18,0,0,0,Jerusalem,
9444,,Pakistan,30.3753,69.3451,2020-02-18,0,0,0,Balochistan,
9445,,Brazil,-14.235,-51.9253,2020-02-18,0,0,0,Brasília,
9446,,Georgia,42.3154,43.3569,2020-02-18,0,0,0,Imereti,
9447,,Greece,39.0742,21.8243,2020-02-18,0,0,0,Fournas,
9448,,North Macedonia,41.6086,21.7453,2020-02-18,0,0,0,Vojnica,
9449,,Norway,60.472,8.4689,2020-02-18,0,0,0,Hol,
9450,,Romania,45.9432,24.9668,2020-02-18,0,0,0,Jibert,
9451,,Denmark,56.2639,9.5018,2020-02-18,0,0,0,Copenhagen,
9452,,Estonia,58.5953,25.0136,2020-02-18,0,0,0,Tallinn,
9453,,Netherlands,52.1326,5.2913,2020-02-18,0,0,0,Amsterdam,
9454,,San Marino,43.9424,12.4578,2020-02-18,0,0,0,San Marino,
9455,,Belarus,53.7098,27.9534,2020-02-18,0,0,0,Minsk,
9456,,Iceland,64.9631,-19.0208,2020-02-18,0,0,0,Skagafjörður,
9457,,Lithuania,55.1694,23.8813,2020-02-18,0,0,0,Vilnius,
9458,,Mexico,23.6345,-102.5528,2020-02-18,0,0,0,Zacatecas,
9459,,New Zealand,-40.9006,174.886,2020-02-18,0,0,0,Wellington,
9460,,Nigeria,9.082,8.6753,2020-02-18,0,0,0,Abuja,
9461,Western Australia,Australia,-31.9505,115.8605,2020-02-18,0,0,0,Western Australia,
9462,,Ireland,53.1424,-7.6921,2020-02-18,0,0,0,Dublin,
9463,,Luxembourg,49.8153,6.1296,2020-02-18,0,0,0,Luxembourg,
9464,,Monaco,43.7333,7.4167,2020-02-18,0,0,0,Monaco,
9465,,Qatar,25.3548,51.1839,2020-02-18,0,0,0,Doha,
9466,"Snohomish County, WA",US,48.033,-121.8339,2020-02-18,0,0,0,Washington,Snohomish County
9467,,Ecuador,-1.8312,-78.1834,2020-02-18,0,0,0,Quito,
9468,,Azerbaijan,40.1431,47.5769,2020-02-18,0,0,0,Agjabadi,
9469,,Czech Republic,49.8175,15.472999999999999,2020-02-18,0,0,0,Prague,
9470,,Armenia,40.0691,45.0382,2020-02-18,0,0,0,Yerevan,
9471,,Dominican Republic,18.7357,-70.1627,2020-02-18,0,0,0,Yamasá,
9472,,Indonesia,-0.7893,113.9213,2020-02-18,0,0,0,Jakarta,
9473,,Portugal,39.3999,-8.2245,2020-02-18,0,0,0,Lisbon,
9474,,Andorra,42.5063,1.5218,2020-02-18,0,0,0,Andorra la Vella,
9475,Tasmania,Australia,-41.4545,145.9707,2020-02-18,0,0,0,Tasmania,
9476,,Latvia,56.8796,24.6032,2020-02-18,0,0,0,LV-5015,
9477,,Morocco,31.7917,-7.0926,2020-02-18,0,0,0,Rabat,
9478,,Saudi Arabia,24.0,45.0,2020-02-18,0,0,0,Riyadh,
9479,,Senegal,14.4974,-14.4524,2020-02-18,0,0,0,Tambacounda,
9480,"Grafton County, NH",US,43.9088,-71.82600000000001,2020-02-18,0,0,0,New Hampshire,Grafton County
9481,"Hillsborough, FL",US,27.9904,-82.3018,2020-02-18,0,0,0,Florida,Hillsborough
9482,"Placer County, CA",US,39.0916,-120.8039,2020-02-18,0,0,0,California,Placer County
9483,"San Mateo, CA",US,37.563,-122.3255,2020-02-18,0,0,0,California,San Mateo
9484,"Sonoma County, CA",US,38.578,-122.9888,2020-02-18,0,0,0,California,Sonoma County
9485,"Umatilla, OR",US,45.775,-118.7606,2020-02-18,0,0,0,Oregon,Umatilla
9486,"Fulton County, GA",US,33.8034,-84.3963,2020-02-18,0,0,0,Georgia,Fulton County
9487,"Washington County, OR",US,45.547,-123.1386,2020-02-18,0,0,0,Oregon,Washington County
9488,,Argentina,-38.4161,-63.6167,2020-02-18,0,0,0,Buenos Aires,
9489,,Chile,-35.6751,-71.543,2020-02-18,0,0,0,Maule,
9490,,Jordan,31.24,36.51,2020-02-18,0,0,0,Amman,
9491,"Norfolk County, MA",US,42.1767,-71.1449,2020-02-18,0,0,0,Massachusetts,Norfolk County
9492,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-18,1,0,0,Arizona,Maricopa County
9493,"Wake County, NC",US,35.8032,-78.5661,2020-02-18,0,0,0,North Carolina,Wake County
9494,"Wetchester County, NY",US,41.122,-73.7949,2020-02-18,0,0,0,New York,Wetchester County
9495,,Ukraine,48.3794,31.1656,2020-02-18,0,0,0,Kiev,
9496,,Saint Barthelemy,17.9,-62.8333,2020-02-18,0,0,0,Saint Barthelemy,
9497,"Orange County, CA",US,33.7879,-117.8531,2020-02-18,1,0,0,California,Orange County
9498,,Hungary,47.1625,19.5033,2020-02-18,0,0,0,erdészet,
9499,Northern Territory,Australia,-12.4634,130.8456,2020-02-18,0,0,0,Northern Territory,
9500,,Faroe Islands,61.8926,-6.9118,2020-02-18,0,0,0,Sandoy,
9501,,Gibraltar,36.1408,-5.3536,2020-02-18,0,0,0,Gibraltar,
9502,,Liechtenstein,47.14,9.55,2020-02-18,0,0,0,Vaduz,
9503,,Poland,51.9194,19.1451,2020-02-18,0,0,0,Warsaw,
9504,,Tunisia,34.0,9.0,2020-02-18,0,0,0,Tunis,
9505,"Contra Costa County, CA",US,37.8534,-121.9018,2020-02-18,0,0,0,California,Contra Costa County
9506,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0,0,0,Sarajevo,
9507,,Slovenia,46.1512,14.9955,2020-02-18,0,0,0,Ljubljana,
9508,"Bergen County, NJ",US,40.9263,-74.077,2020-02-18,0,0,0,New Jersey,Bergen County
9509,"Harris County, TX",US,29.7752,-95.3103,2020-02-18,0,0,0,Texas,Harris County
9510,"San Francisco County, CA",US,37.7749,-122.4194,2020-02-18,0,0,0,California,San Francisco County
9511,,South Africa,-30.5595,22.9375,2020-02-18,0,0,0,Pretoria,
9512,"Clark County, NV",US,36.0796,-115.094,2020-02-18,0,0,0,Nevada,Clark County
9513,"Fort Bend County, TX",US,29.5693,-95.8143,2020-02-18,0,0,0,Texas,Fort Bend County
9514,"Grant County, WA",US,47.1981,-119.3732,2020-02-18,0,0,0,Washington,Grant County
9515,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2020-02-18,0,0,0,Florida,Santa Rosa County
9516,"Williamson County, TN",US,35.9179,-86.8622,2020-02-18,0,0,0,Tennessee,Williamson County
9517,"New York County, NY",US,40.7128,-74.006,2020-02-18,0,0,0,New York,New York County
9518,"Montgomery County, MD",US,39.1547,-77.2405,2020-02-18,0,0,0,Maryland,Montgomery County
9519,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-18,1,0,0,Massachusetts,Suffolk County
9520,"Denver County, CO",US,39.7392,-104.9903,2020-02-18,0,0,0,Colorado,Denver County
9521,"Summit County, CO",US,39.5912,-106.064,2020-02-18,0,0,0,Colorado,Summit County
9522,,Bhutan,27.5142,90.4336,2020-02-18,0,0,0,Trongsa,
9523,,Cameroon,3.8480000000000003,11.5021,2020-02-18,0,0,0,Yaounde,
9524,,Colombia,4.5709,-74.2973,2020-02-18,0,0,0,Cundinamarca,
9525,,Costa Rica,9.7489,-83.7534,2020-02-18,0,0,0,San José,
9526,,Peru,-9.19,-75.0152,2020-02-18,0,0,0,Lima,
9527,,Serbia,44.0165,21.0059,2020-02-18,0,0,0,Maršić,
9528,,Slovakia,48.669,19.699,2020-02-18,0,0,0,Bratislava,
9529,,Togo,8.6195,0.8248,2020-02-18,0,0,0,Sotouboua,
9530,"Chatham County, NC",US,35.7211,-79.1781,2020-02-18,0,0,0,North Carolina,Chatham County
9531,"Delaware County, PA",US,39.9078,-75.3879,2020-02-18,0,0,0,Pennsylvania,Delaware County
9532,"Douglas County, NE",US,41.3148,-96.1951,2020-02-18,0,0,0,Nebraska,Douglas County
9533,"Fayette County, KY",US,38.0606,-84.4803,2020-02-18,0,0,0,Kentucky,Fayette County
9534,"Marion County, IN",US,39.8362,-86.1752,2020-02-18,0,0,0,Indiana,Marion County
9535,"Middlesex County, MA",US,42.4672,-71.2874,2020-02-18,0,0,0,Massachusetts,Middlesex County
9536,"Nassau County, NY",US,40.6546,-73.5594,2020-02-18,0,0,0,New York,Nassau County
9537,"Ramsey County, MN",US,44.9964,-93.0616,2020-02-18,0,0,0,Minnesota,Ramsey County
9538,"Washoe County, NV",US,40.5608,-119.6035,2020-02-18,0,0,0,Nevada,Washoe County
9539,"Wayne County, PA",US,41.6739,-75.2479,2020-02-18,0,0,0,Pennsylvania,Wayne County
9540,"Yolo County, CA",US,38.7646,-121.9018,2020-02-18,0,0,0,California,Yolo County
9541,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-18,2,0,0,California,Santa Clara County
9542,,French Guiana,3.9339,-53.1258,2020-02-18,0,0,0,Saint-Elie,
9543,,Malta,35.9375,14.3754,2020-02-18,0,0,0,Mgarr,
9544,"Douglas County, CO",US,39.2587,-104.9389,2020-02-18,0,0,0,Colorado,Douglas County
9545,"Providence County, RI",US,41.8882,-71.4774,2020-02-18,0,0,0,Rhode Island,Providence County
9546,,Martinique,14.6415,-61.0242,2020-02-18,0,0,0,Martinique,
9547,"Alameda County, CA",US,37.6017,-121.7195,2020-02-18,0,0,0,California,Alameda County
9548,"Broward County, FL",US,26.1901,-80.3659,2020-02-18,0,0,0,Florida,Broward County
9549,"Lee County, FL",US,26.663,-81.9535,2020-02-18,0,0,0,Florida,Lee County
9550,"Pinal County, AZ",US,32.8162,-111.2845,2020-02-18,0,0,0,Arizona,Pinal County
9551,"Rockland County, NY",US,41.1489,-73.983,2020-02-18,0,0,0,New York,Rockland County
9552,"Saratoga County, NY",US,43.0324,-73.936,2020-02-18,0,0,0,New York,Saratoga County
9553,"Charleston County, SC",US,32.7957,-79.7848,2020-02-18,0,0,0,South Carolina,Charleston County
9554,"Clark County, WA",US,45.7466,-122.5194,2020-02-18,0,0,0,Washington,Clark County
9555,"Cobb County, GA",US,33.8999,-84.5641,2020-02-18,0,0,0,Georgia,Cobb County
9556,"Davis County, UT",US,40.9629,-112.0953,2020-02-18,0,0,0,Utah,Davis County
9557,"El Paso County, CO",US,38.9108,-104.4723,2020-02-18,0,0,0,Colorado,El Paso County
9558,"Honolulu County, HI",US,21.307,-157.8584,2020-02-18,0,0,0,Hawaii,Honolulu County
9559,"Jackson County, OR ",US,42.3345,-122.7647,2020-02-18,0,0,0,Oregon,Jackson County
9560,"Jefferson County, WA",US,47.7425,-123.304,2020-02-18,0,0,0,Washington,Jefferson County
9561,"Kershaw County, SC",US,34.3672,-80.5883,2020-02-18,0,0,0,South Carolina,Kershaw County
9562,"Klamath County, OR",US,42.6953,-121.6142,2020-02-18,0,0,0,Oregon,Klamath County
9563,"Madera County, CA",US,37.2519,-119.6963,2020-02-18,0,0,0,California,Madera County
9564,"Pierce County, WA",US,47.0676,-122.1295,2020-02-18,0,0,0,Washington,Pierce County
9565,"Tulsa County, OK",US,36.1593,-95.941,2020-02-18,0,0,0,Oklahoma,Tulsa County
9566,,Bulgaria,42.7339,25.4858,2020-02-18,0,0,0,Sofia,
9567,,Maldives,3.2028,73.2207,2020-02-18,0,0,0,Malé,
9568,"Montgomery County, PA",US,40.229,-75.3879,2020-02-18,0,0,0,Pennsylvania,Montgomery County
9569,,Bangladesh,23.685,90.3563,2020-02-18,0,0,0,Dhaka,
9570,"Fairfax County, VA",US,38.9085,-77.2405,2020-02-18,0,0,0,Virginia,Fairfax County
9571,"Rockingham County, NH",US,42.9931,-71.0498,2020-02-18,0,0,0,New Hampshire,Rockingham County
9572,"Washington, D.C.",US,38.9072,-77.0369,2020-02-18,0,0,0,"Washington, D.C.",Washington
9573,,Paraguay,-23.4425,-58.4438,2020-02-18,0,0,0,Asunción,
9574,"Berkshire County, MA",US,42.3118,-73.1822,2020-02-18,0,0,0,Massachusetts,Berkshire County
9575,"Davidson County, TN",US,36.1343,-86.822,2020-02-18,0,0,0,Tennessee,Davidson County
9576,"Douglas County, OR",US,43.1261,-123.2492,2020-02-18,0,0,0,Oregon,Douglas County
9577,"Fresno County, CA",US,36.9859,-119.2321,2020-02-18,0,0,0,California,Fresno County
9578,"Harford County, MD",US,39.5839,-76.3637,2020-02-18,0,0,0,Maryland,Harford County
9579,"Hendricks County, IN",US,39.8065,-86.5401,2020-02-18,0,0,0,Indiana,Hendricks County
9580,"Hudson County, NJ",US,40.7453,-74.0535,2020-02-18,0,0,0,New Jersey,Hudson County
9581,"Johnson County, KS",US,38.8454,-94.8521,2020-02-18,0,0,0,Kansas,Johnson County
9582,"Kittitas County, WA",US,47.175,-120.9319,2020-02-18,0,0,0,Washington,Kittitas County
9583,"Manatee County, FL",US,27.4799,-82.3452,2020-02-18,0,0,0,Florida,Manatee County
9584,"Marion County, OR",US,44.8446,-122.5927,2020-02-18,0,0,0,Oregon,Marion County
9585,"Okaloosa County, FL",US,30.5773,-86.6611,2020-02-18,0,0,0,Florida,Okaloosa County
9586,"Polk County, GA",US,34.0132,-85.1479,2020-02-18,0,0,0,Georgia,Polk County
9587,"Riverside County, CA",US,33.9533,-117.3961,2020-02-18,0,0,0,California,Riverside County
9588,"Shelby County, TN",US,35.1269,-89.9253,2020-02-18,0,0,0,Tennessee,Shelby County
9589,"St. Louis County, MO",US,38.6103,-90.4125,2020-02-18,0,0,0,Missouri,St. Louis County
9590,"Suffolk County, NY",US,40.9849,-72.6151,2020-02-18,0,0,0,New York,Suffolk County
9591,"Ulster County, NY",US,41.8586,-74.3118,2020-02-18,0,0,0,New York,Ulster County
9592,"Volusia County, FL",US,29.028000000000002,-81.0755,2020-02-18,0,0,0,Florida,Volusia County
9593,Ontario,Canada,51.2538,-85.3232,2020-02-18,3,0,1,Ontario,
9594,Alberta,Canada,53.9333,-116.5765,2020-02-18,0,0,0,Alberta,
9595,Quebec,Canada,52.9399,-73.5491,2020-02-18,0,0,0,Quebec,
9596,"Johnson County, IA",US,41.6699,-91.5984,2020-02-18,0,0,0,Iowa,Johnson County
9597,,Albania,41.1533,20.1683,2020-02-18,0,0,0,E852,
9598,,Cyprus,35.1264,33.4299,2020-02-18,0,0,0,Nicosia,
9599,"Harrison County, KY",US,38.4333,-84.3542,2020-02-18,0,0,0,Kentucky,Harrison County
9600,,Brunei,4.5353,114.7277,2020-02-18,0,0,0,Rambai,
9601,"Bennington County, VT",US,43.0279,-73.135,2020-02-18,0,0,0,Vermont,Bennington County
9602,"Carver County, MN",US,44.8254,-93.7842,2020-02-18,0,0,0,Minnesota,Carver County
9603,"Charlotte County, FL",US,26.8946,-81.9098,2020-02-18,0,0,0,Florida,Charlotte County
9604,"Cherokee County, GA",US,34.2515,-84.4803,2020-02-18,0,0,0,Georgia,Cherokee County
9605,"Collin County, TX",US,33.1795,-96.493,2020-02-18,0,0,0,Texas,Collin County
9606,"Jefferson County, KY",US,38.1938,-85.6435,2020-02-18,0,0,0,Kentucky,Jefferson County
9607,"Jefferson Parish, LA",US,29.6499,-90.1121,2020-02-18,0,0,0,Louisiana,Jefferson Parish
9608,"Shasta County, CA",US,40.7909,-121.8474,2020-02-18,0,0,0,California,Shasta County
9609,"Spartanburg County, SC",US,34.8606,-81.9535,2020-02-18,0,0,0,South Carolina,Spartanburg County
9610,,Iran,32.0,53.0,2020-02-18,0,0,0,Tehran,
9611,,Republic of Korea,36.0,128.0,2020-02-18,31,0,12,Gyeongsangbuk-do,
9612,Washington,US,47.4009,-121.4905,2020-02-18,0,0,0,Washington,Washington
9613,New York,US,42.1657,-74.9481,2020-02-18,0,0,0,New York,New York
9614,California,US,36.1162,-119.6816,2020-02-18,0,0,0,California,California
9615,Hong Kong,Hong Kong SAR,22.3,114.2,2020-02-18,62,1,2,Hong Kong,
9616,Massachusetts,US,42.2302,-71.5301,2020-02-18,0,0,0,Massachusetts,Massachusetts
9617,Taiwan,Taipei and environs,23.7,121.0,2020-02-18,22,1,2,Taiwan,
9618,Diamond Princess,US,35.4437,139.638,2020-02-18,0,0,0,Diamond Princess,Diamond Princess
9619,,Vietnam,16.0,108.0,2020-02-18,16,0,7,Hanoi,
9620,,occupied Palestinian territory,31.9522,35.2332,2020-02-18,0,0,0,occupied Palestinian territory,
9621,Grand Princess,US,37.6489,-122.6655,2020-02-18,0,0,0,Grand Princess,Grand Princess
9622,Georgia,US,33.0406,-83.6431,2020-02-18,0,0,0,Georgia,Georgia
9623,Colorado,US,39.0598,-105.3111,2020-02-18,0,0,0,Colorado,Colorado
9624,Florida,US,27.7663,-81.6868,2020-02-18,0,0,0,Florida,Florida
9625,New Jersey,US,40.2989,-74.521,2020-02-18,0,0,0,New Jersey,New Jersey
9626,Oregon,US,44.571999999999996,-122.0709,2020-02-18,0,0,0,Oregon,Oregon
9627,Texas,US,31.0545,-97.5635,2020-02-18,0,0,0,Texas,Texas
9628,Illinois,US,40.3495,-88.9861,2020-02-18,0,0,0,Illinois,Illinois
9629,Pennsylvania,US,40.5908,-77.2098,2020-02-18,0,0,0,Pennsylvania,Pennsylvania
9630,Macau,Macao SAR,22.1667,113.55,2020-02-18,10,0,5,Macau,
9631,,Russian Federation,60.0,90.0,2020-02-18,2,0,2,Russia,
9632,Iowa,US,42.0115,-93.2105,2020-02-18,0,0,0,Iowa,Iowa
9633,Maryland,US,39.0639,-76.8021,2020-02-18,0,0,0,Maryland,Maryland
9634,North Carolina,US,35.6301,-79.8064,2020-02-18,0,0,0,North Carolina,North Carolina
9635,South Carolina,US,33.8569,-80.945,2020-02-18,0,0,0,South Carolina,South Carolina
9636,Tennessee,US,35.7478,-86.6923,2020-02-18,0,0,0,Tennessee,Tennessee
9637,Virginia,US,37.7693,-78.17,2020-02-18,0,0,0,Virginia,Virginia
9638,Arizona,US,33.7298,-111.4312,2020-02-18,0,0,0,Arizona,Arizona
9639,Indiana,US,39.8494,-86.2583,2020-02-18,0,0,0,Indiana,Indiana
9640,Kentucky,US,37.6681,-84.6701,2020-02-18,0,0,0,Kentucky,Kentucky
9641,District of Columbia,US,38.8974,-77.0268,2020-02-18,0,0,0,District of Columbia,District of Columbia
9642,Nevada,US,38.3135,-117.0554,2020-02-18,0,0,0,Nevada,Nevada
9643,New Hampshire,US,43.4525,-71.5639,2020-02-18,0,0,0,New Hampshire,New Hampshire
9644,,Moldova,47.4116,28.3699,2020-02-18,0,0,0,Chisinau,
9645,Minnesota,US,45.6945,-93.9002,2020-02-18,0,0,0,Minnesota,Minnesota
9646,Nebraska,US,41.1254,-98.2681,2020-02-18,0,0,0,Nebraska,Nebraska
9647,Ohio,US,40.3888,-82.7649,2020-02-18,0,0,0,Ohio,Ohio
9648,Rhode Island,US,41.6809,-71.5118,2020-02-18,0,0,0,Rhode Island,Rhode Island
9649,Wisconsin,US,44.2685,-89.6165,2020-02-18,0,0,0,Wisconsin,Wisconsin
9650,,Saint Martin,18.0708,-63.0501,2020-02-18,0,0,0,Marigot,
9651,Connecticut,US,41.5978,-72.7554,2020-02-18,0,0,0,Connecticut,Connecticut
9652,Hawaii,US,21.0943,-157.4983,2020-02-18,0,0,0,Hawaii,Hawaii
9653,Oklahoma,US,35.5653,-96.9289,2020-02-18,0,0,0,Oklahoma,Oklahoma
9654,Utah,US,40.15,-111.8624,2020-02-18,0,0,0,Utah,Utah
9655,,Burkina Faso,12.2383,-1.5616,2020-02-18,0,0,0,Kadiogo,
9656,,Channel Islands,49.3723,-2.3644,2020-02-18,0,0,0,Channel Islands,
9657,,Vatican City,41.9029,12.4534,2020-02-18,0,0,0,Vatican City,
9658,,Mongolia,46.8625,103.8467,2020-02-18,0,0,0,Burd,
9659,,Panama,8.538,-80.7821,2020-02-18,0,0,0,Panama City,
9660,Kansas,US,38.5266,-96.7265,2020-02-18,0,0,0,Kansas,Kansas
9661,Louisiana,US,31.1695,-91.8678,2020-02-18,0,0,0,Louisiana,Louisiana
9662,Missouri,US,38.4561,-92.2884,2020-02-18,0,0,0,Missouri,Missouri
9663,Vermont,US,44.0459,-72.7107,2020-02-18,0,0,0,Vermont,Vermont
9664,Alaska,US,61.3707,-152.4044,2020-02-18,0,0,0,Alaska,Alaska
9665,Arkansas,US,34.9697,-92.3731,2020-02-18,0,0,0,Arkansas,Arkansas
9666,Delaware,US,39.3185,-75.5071,2020-02-18,0,0,0,Delaware,Delaware
9667,Idaho,US,44.2405,-114.4788,2020-02-18,0,0,0,Idaho,Idaho
9668,Maine,US,44.6939,-69.3819,2020-02-18,0,0,0,Maine,Maine
9669,Michigan,US,43.3266,-84.5361,2020-02-18,0,0,0,Michigan,Michigan
9670,Mississippi,US,32.7416,-89.6787,2020-02-18,0,0,0,Mississippi,Mississippi
9671,Montana,US,46.9219,-110.4544,2020-02-18,0,0,0,Montana,Montana
9672,New Mexico,US,34.8405,-106.2485,2020-02-18,0,0,0,New Mexico,New Mexico
9673,North Dakota,US,47.5289,-99.78399999999999,2020-02-18,0,0,0,North Dakota,North Dakota
9674,South Dakota,US,44.2998,-99.4388,2020-02-18,0,0,0,South Dakota,South Dakota
9675,West Virginia,US,38.4912,-80.9545,2020-02-18,0,0,0,West Virginia,West Virginia
9676,Wyoming,US,42.756,-107.3025,2020-02-18,0,0,0,Wyoming,Wyoming
9677,"Kitsap, WA",US,47.6477,-122.6413,2020-02-18,0,0,0,Washington,Kitsap
9678,"Solano, CA",US,38.3105,-121.9018,2020-02-18,0,0,0,California,Solano
9679,"Santa Cruz, CA",US,37.0454,-121.958,2020-02-18,0,0,0,California,Santa Cruz
9680,"Napa, CA",US,38.5025,-122.2654,2020-02-18,0,0,0,California,Napa
9681,"Ventura, CA",US,34.3705,-119.1391,2020-02-18,0,0,0,California,Ventura
9682,"Worcester, MA",US,42.4097,-71.8571,2020-02-18,0,0,0,Massachusetts,Worcester
9683,"Gwinnett, GA",US,33.9191,-84.0167,2020-02-18,0,0,0,Georgia,Gwinnett
9684,"DeKalb, GA",US,33.7956,-84.2279,2020-02-18,0,0,0,Georgia,DeKalb
9685,"Floyd, GA",US,37.5455,-82.7779,2020-02-18,0,0,0,Georgia,Floyd
9686,"Fayette, GA",US,33.4502,-84.4803,2020-02-18,0,0,0,Georgia,Fayette
9687,"Gregg, TX",US,32.4893,-94.8521,2020-02-18,0,0,0,Texas,Gregg
9688,"Monmouth, NJ",US,40.2589,-74.124,2020-02-18,0,0,0,New Jersey,Monmouth
9689,"Burlington, NJ",US,40.0712,-74.8649,2020-02-18,0,0,0,New Jersey,Burlington
9690,"Camden, NJ",US,39.9259,-75.1196,2020-02-18,0,0,0,New Jersey,Camden
9691,"Passaic, NJ",US,40.8568,-74.1285,2020-02-18,0,0,0,New Jersey,Passaic
9692,"Union, NJ",US,40.6976,-74.2632,2020-02-18,0,0,0,New Jersey,Union
9693,"Eagle, CO",US,39.6553,-106.8287,2020-02-18,0,0,0,Colorado,Eagle
9694,"Larimer, CO",US,40.6956,-105.5943,2020-02-18,0,0,0,Colorado,Larimer
9695,"Arapahoe, CO",US,39.6203,-104.3326,2020-02-18,0,0,0,Colorado,Arapahoe
9696,"Gunnison, CO",US,38.5458,-106.9253,2020-02-18,0,0,0,Colorado,Gunnison
9697,"Kane, IL",US,41.9879,-88.4016,2020-02-18,0,0,0,Illinois,Kane
9698,"Monroe, PA",US,41.0458,-75.2479,2020-02-18,0,0,0,Pennsylvania,Monroe
9699,"Philadelphia, PA",US,39.9526,-75.1652,2020-02-18,0,0,0,Pennsylvania,Philadelphia
9700,"Norfolk, VA",US,36.8508,-76.2859,2020-02-18,0,0,0,Virginia,Norfolk
9701,"Arlington, VA",US,38.8816,-77.09100000000001,2020-02-18,0,0,0,Virginia,Arlington
9702,"Spotsylvania, VA",US,38.2042,-77.6078,2020-02-18,0,0,0,Virginia,Spotsylvania
9703,"Loudoun, VA",US,39.0768,-77.6536,2020-02-18,0,0,0,Virginia,Loudoun
9704,"Prince George, MD",US,38.7849,-76.8721,2020-02-18,0,0,0,Maryland,Prince George
9705,"Pottawattamie, IA",US,41.3912,-95.4778,2020-02-18,0,0,0,Iowa,Pottawattamie
9706,"Camden, SC",US,34.2465,-80.607,2020-02-18,0,0,0,South Carolina,Camden
9707,"Pima, AZ",US,32.0575,-111.6661,2020-02-18,0,0,0,Arizona,Pima
9708,"Noble, IN",US,41.4277,-85.355,2020-02-18,0,0,0,Indiana,Noble
9709,"Adams, IN",US,39.8522,-77.2865,2020-02-18,0,0,0,Indiana,Adams
9710,"Boone, IN",US,40.0106,-86.4997,2020-02-18,0,0,0,Indiana,Boone
9711,"Dane, WI",US,43.0186,-89.5498,2020-02-18,0,0,0,Wisconsin,Dane
9712,"Pierce, WI",US,44.7509,-92.3814,2020-02-18,0,0,0,Wisconsin,Pierce
9713,"Cuyahoga, OH",US,41.4339,-81.6758,2020-02-18,0,0,0,Ohio,Cuyahoga
9714,"Weber, UT",US,41.2603,-111.9522,2020-02-18,0,0,0,Utah,Weber
9715,"Wilton, CT",US,41.1954,-73.4379,2020-02-18,0,0,0,Connecticut,Wilton
9716,Anhui,Mainland China,31.8257,117.2264,2020-02-19,986,6,413,Anhui,
9717,Beijing,Mainland China,40.1824,116.4142,2020-02-19,393,4,145,Beijing,
9718,Chongqing,Mainland China,30.0572,107.874,2020-02-19,560,5,274,Chongqing,
9719,Fujian,Mainland China,26.0789,117.9874,2020-02-19,293,0,112,Fujian,
9720,Gansu,Mainland China,36.0611,103.8343,2020-02-19,91,2,65,Gansu,
9721,Guangdong,Mainland China,23.3417,113.4244,2020-02-19,1331,5,606,Guangdong,
9722,Guangxi,Mainland China,23.8298,108.7881,2020-02-19,244,2,86,Guangxi,
9723,Guizhou,Mainland China,26.8154,106.8748,2020-02-19,146,2,70,Guizhou,
9724,Hainan,Mainland China,19.1959,109.7453,2020-02-19,168,4,84,Hainan,
9725,Hebei,Mainland China,38.0428,114.5149,2020-02-19,306,4,152,Hebei,
9726,Heilongjiang,Mainland China,47.861999999999995,127.7615,2020-02-19,470,12,120,Heilongjiang,
9727,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-02-19,1262,19,573,Henan,
9728,Hubei,Mainland China,30.9756,112.2707,2020-02-19,62031,2029,10337,Hubei,
9729,Hunan,Mainland China,27.6104,111.7088,2020-02-19,1008,4,561,Hunan,
9730,Inner Mongolia,Mainland China,44.0935,113.9448,2020-02-19,75,0,10,Inner Mongolia,
9731,Jiangsu,Mainland China,32.9711,119.455,2020-02-19,631,0,318,Jiangsu,
9732,Jiangxi,Mainland China,27.614,115.7221,2020-02-19,934,1,362,Jiangxi,
9733,Jilin,Mainland China,43.6661,126.1923,2020-02-19,90,1,37,Jilin,
9734,Liaoning,Mainland China,41.2956,122.6085,2020-02-19,121,1,55,Liaoning,
9735,Ningxia,Mainland China,37.2692,106.1655,2020-02-19,71,0,42,Ningxia,
9736,Qinghai,Mainland China,35.7452,95.9956,2020-02-19,18,0,16,Qinghai,
9737,Shaanxi,Mainland China,35.1917,108.8701,2020-02-19,242,0,102,Shaanxi,
9738,Shandong,Mainland China,36.3427,118.1498,2020-02-19,544,3,231,Shandong,
9739,Shanghai,Mainland China,31.201999999999998,121.4491,2020-02-19,333,2,186,Shanghai,
9740,Shanxi,Mainland China,37.5777,112.2922,2020-02-19,131,0,68,Shanxi,
9741,Sichuan,Mainland China,30.6171,102.7103,2020-02-19,514,3,188,Sichuan,
9742,Tianjin,Mainland China,39.3054,117.323,2020-02-19,130,3,54,Tianjin,
9743,Tibet,Mainland China,31.6927,88.0924,2020-02-19,1,0,1,Tibet,
