,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,state_cleaned,City
0,Anhui,Mainland China,31.8257,117.2264,2020-01-22,1,0,0,Anhui,
1,Beijing,Mainland China,40.1824,116.4142,2020-01-22,14,0,0,Beijing,
2,Chongqing,Mainland China,30.0572,107.874,2020-01-22,6,0,0,Chongqing,
3,Fujian,Mainland China,26.0789,117.9874,2020-01-22,1,0,0,Fujian,
4,Gansu,Mainland China,36.0611,103.8343,2020-01-22,0,0,0,Gansu,
5,Guangdong,Mainland China,23.3417,113.4244,2020-01-22,26,0,0,Guangdong,
6,Guangxi,Mainland China,23.8298,108.7881,2020-01-22,2,0,0,Guangxi,
7,Guizhou,Mainland China,26.8154,106.8748,2020-01-22,1,0,0,Guizhou,
8,Hainan,Mainland China,19.1959,109.7453,2020-01-22,4,0,0,Hainan,
9,Hebei,Mainland China,38.0428,114.5149,2020-01-22,1,0,0,Hebei,
10,Heilongjiang,Mainland China,47.861999999999995,127.7615,2020-01-22,0,0,0,Heilongjiang,
11,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-01-22,5,0,0,Henan,
12,Hubei,Mainland China,30.9756,112.2707,2020-01-22,444,17,28,Hubei,
13,Hunan,Mainland China,27.6104,111.7088,2020-01-22,4,0,0,Hunan,
14,Inner Mongolia,Mainland China,44.0935,113.9448,2020-01-22,0,0,0,Inner Mongolia,
15,Jiangsu,Mainland China,32.9711,119.455,2020-01-22,1,0,0,Jiangsu,
16,Jiangxi,Mainland China,27.614,115.7221,2020-01-22,2,0,0,Jiangxi,
17,Jilin,Mainland China,43.6661,126.1923,2020-01-22,0,0,0,Jilin,
18,Liaoning,Mainland China,41.2956,122.6085,2020-01-22,2,0,0,Liaoning,
19,Ningxia,Mainland China,37.2692,106.1655,2020-01-22,1,0,0,Ningxia,
20,Qinghai,Mainland China,35.7452,95.9956,2020-01-22,0,0,0,Qinghai,
21,Shaanxi,Mainland China,35.1917,108.8701,2020-01-22,0,0,0,Shaanxi,
22,Shandong,Mainland China,36.3427,118.1498,2020-01-22,2,0,0,Shandong,
23,Shanghai,Mainland China,31.201999999999998,121.4491,2020-01-22,9,0,0,Shanghai,
24,Shanxi,Mainland China,37.5777,112.2922,2020-01-22,1,0,0,Shanxi,
25,Sichuan,Mainland China,30.6171,102.7103,2020-01-22,5,0,0,Sichuan,
26,Tianjin,Mainland China,39.3054,117.323,2020-01-22,4,0,0,Tianjin,
27,Tibet,Mainland China,31.6927,88.0924,2020-01-22,0,0,0,Tibet,
28,Xinjiang,Mainland China,41.1129,85.2401,2020-01-22,0,0,0,Xinjiang,
29,Yunnan,Mainland China,24.974,101.48700000000001,2020-01-22,1,0,0,Yunnan,
30,Zhejiang,Mainland China,29.1832,120.0934,2020-01-22,10,0,0,Zhejiang,
31,,Thailand,15.0,101.0,2020-01-22,2,0,0,Bangkok,
32,,Japan,36.0,138.0,2020-01-22,2,0,0,Hiraide,
33,"King County, WA",US,47.6062,-122.3321,2020-01-22,1,0,0,Washington,King County
34,"Cook County, IL",US,41.7377,-87.6976,2020-01-22,0,0,0,Illinois,Cook County
35,,Singapore,1.2833,103.8333,2020-01-22,0,0,0,Singapore,
36,,France,47.0,2.0,2020-01-22,0,0,0,Paris,
37,,Nepal,28.1667,84.25,2020-01-22,0,0,0,Kathmandu,
38,,Malaysia,2.5,112.5,2020-01-22,0,0,0,Sarawak,
39,British Columbia,Canada,49.2827,-123.1207,2020-01-22,0,0,0,British Columbia,
40,"Los Angeles, CA",US,34.0522,-118.2437,2020-01-22,0,0,0,California,Los Angeles
41,New South Wales,Australia,-33.8688,151.2093,2020-01-22,0,0,0,New South Wales,
42,Victoria,Australia,-37.8136,144.9631,2020-01-22,0,0,0,Victoria,
43,Queensland,Australia,-28.0167,153.4,2020-01-22,0,0,0,Queensland,
44,,Cambodia,11.55,104.9167,2020-01-22,0,0,0,Phnom Penh,
45,,Sri Lanka,7.0,81.0,2020-01-22,0,0,0,Sri Jayawardenapura Kotte,
46,,Germany,51.0,9.0,2020-01-22,0,0,0,Berlin,
47,,Finland,64.0,26.0,2020-01-22,0,0,0,Helsinki,
48,,United Arab Emirates,24.0,54.0,2020-01-22,0,0,0,Abu Dhabi,
49,,Philippines,13.0,122.0,2020-01-22,0,0,0,Manila,
50,,India,21.0,78.0,2020-01-22,0,0,0,New Delhi,
51,,Italy,43.0,12.0,2020-01-22,0,0,0,Rome,
52,,United Kingdom,55.0,-3.0,2020-01-22,0,0,0,London,
53,,Sweden,63.0,16.0,2020-01-22,0,0,0,Stockholm,
54,,Spain,40.0,-4.0,2020-01-22,0,0,0,Toledo,
55,South Australia,Australia,-34.9285,138.6007,2020-01-22,0,0,0,South Australia,
56,"San Benito, CA",US,36.5761,-120.9876,2020-01-22,0,0,0,California,San Benito
57,,Belgium,50.8333,4.0,2020-01-22,0,0,0,Brussels,
58,Diamond Princess cruise ship,Others,35.4437,139.638,2020-01-22,0,0,0,Diamond Princess cruise ship,
59,"San Diego County, CA",US,32.7157,-117.1611,2020-01-22,0,0,0,California,San Diego County
60,,Egypt,26.0,30.0,2020-01-22,0,0,0,Cairo,
61,From Diamond Princess,Australia,35.4437,139.638,2020-01-22,0,0,0,From Diamond Princess,
62,,Lebanon,33.8547,35.8623,2020-01-22,0,0,0,Zahlé,
63,"Humboldt County, CA",US,40.745,-123.8695,2020-01-22,0,0,0,California,Humboldt County
64,"Sacramento County, CA",US,38.4747,-121.3542,2020-01-22,0,0,0,California,Sacramento County
65,,Iraq,33.0,44.0,2020-01-22,0,0,0,Fallujah,
66,,Oman,21.0,57.0,2020-01-22,0,0,0,Muscat,
67,,Afghanistan,33.0,65.0,2020-01-22,0,0,0,Baghran,
68,,Bahrain,26.0275,50.55,2020-01-22,0,0,0,Manama,
69,,Kuwait,29.5,47.75,2020-01-22,0,0,0,Kuwait City,
70,,Algeria,28.0339,1.6596,2020-01-22,0,0,0,Timokten,
71,,Croatia,45.1,15.2,2020-01-22,0,0,0,Jezerane,
72,,Switzerland,46.8182,8.2275,2020-01-22,0,0,0,Bern,
73,,Austria,47.5162,14.5501,2020-01-22,0,0,0,Vienna,
74,,Israel,31.0,35.0,2020-01-22,0,0,0,Jerusalem,
75,,Pakistan,30.3753,69.3451,2020-01-22,0,0,0,Balochistan,
76,,Brazil,-14.235,-51.9253,2020-01-22,0,0,0,Brasília,
77,,Georgia,42.3154,43.3569,2020-01-22,0,0,0,Imereti,
78,,Greece,39.0742,21.8243,2020-01-22,0,0,0,Fournas,
79,,North Macedonia,41.6086,21.7453,2020-01-22,0,0,0,Vojnica,
80,,Norway,60.472,8.4689,2020-01-22,0,0,0,Hol,
81,,Romania,45.9432,24.9668,2020-01-22,0,0,0,Jibert,
82,,Denmark,56.2639,9.5018,2020-01-22,0,0,0,Copenhagen,
83,,Estonia,58.5953,25.0136,2020-01-22,0,0,0,Tallinn,
84,,Netherlands,52.1326,5.2913,2020-01-22,0,0,0,Amsterdam,
85,,San Marino,43.9424,12.4578,2020-01-22,0,0,0,San Marino,
86,,Belarus,53.7098,27.9534,2020-01-22,0,0,0,Minsk,
87,,Iceland,64.9631,-19.0208,2020-01-22,0,0,0,Skagafjörður,
88,,Lithuania,55.1694,23.8813,2020-01-22,0,0,0,Vilnius,
89,,Mexico,23.6345,-102.5528,2020-01-22,0,0,0,Zacatecas,
90,,New Zealand,-40.9006,174.886,2020-01-22,0,0,0,Wellington,
91,,Nigeria,9.082,8.6753,2020-01-22,0,0,0,Abuja,
92,Western Australia,Australia,-31.9505,115.8605,2020-01-22,0,0,0,Western Australia,
93,,Ireland,53.1424,-7.6921,2020-01-22,0,0,0,Dublin,
94,,Luxembourg,49.8153,6.1296,2020-01-22,0,0,0,Luxembourg,
95,,Monaco,43.7333,7.4167,2020-01-22,0,0,0,Monaco,
96,,Qatar,25.3548,51.1839,2020-01-22,0,0,0,Doha,
97,"Snohomish County, WA",US,48.033,-121.8339,2020-01-22,0,0,0,Washington,Snohomish County
98,,Ecuador,-1.8312,-78.1834,2020-01-22,0,0,0,Quito,
99,,Azerbaijan,40.1431,47.5769,2020-01-22,0,0,0,Agjabadi,
100,,Czech Republic,49.8175,15.472999999999999,2020-01-22,0,0,0,Prague,
101,,Armenia,40.0691,45.0382,2020-01-22,0,0,0,Yerevan,
102,,Dominican Republic,18.7357,-70.1627,2020-01-22,0,0,0,Yamasá,
103,,Indonesia,-0.7893,113.9213,2020-01-22,0,0,0,Jakarta,
104,,Portugal,39.3999,-8.2245,2020-01-22,0,0,0,Lisbon,
105,,Andorra,42.5063,1.5218,2020-01-22,0,0,0,Andorra la Vella,
106,Tasmania,Australia,-41.4545,145.9707,2020-01-22,0,0,0,Tasmania,
107,,Latvia,56.8796,24.6032,2020-01-22,0,0,0,LV-5015,
108,,Morocco,31.7917,-7.0926,2020-01-22,0,0,0,Rabat,
109,,Saudi Arabia,24.0,45.0,2020-01-22,0,0,0,Riyadh,
110,,Senegal,14.4974,-14.4524,2020-01-22,0,0,0,Tambacounda,
111,"Grafton County, NH",US,43.9088,-71.82600000000001,2020-01-22,0,0,0,New Hampshire,Grafton County
112,"Hillsborough, FL",US,27.9904,-82.3018,2020-01-22,0,0,0,Florida,Hillsborough
113,"Placer County, CA",US,39.0916,-120.8039,2020-01-22,0,0,0,California,Placer County
114,"San Mateo, CA",US,37.563,-122.3255,2020-01-22,0,0,0,California,San Mateo
115,"Sonoma County, CA",US,38.578,-122.9888,2020-01-22,0,0,0,California,Sonoma County
116,"Umatilla, OR",US,45.775,-118.7606,2020-01-22,0,0,0,Oregon,Umatilla
117,"Fulton County, GA",US,33.8034,-84.3963,2020-01-22,0,0,0,Georgia,Fulton County
118,"Washington County, OR",US,45.547,-123.1386,2020-01-22,0,0,0,Oregon,Washington County
119,,Argentina,-38.4161,-63.6167,2020-01-22,0,0,0,Buenos Aires,
120,,Chile,-35.6751,-71.543,2020-01-22,0,0,0,Maule,
121,,Jordan,31.24,36.51,2020-01-22,0,0,0,Amman,
122,"Norfolk County, MA",US,42.1767,-71.1449,2020-01-22,0,0,0,Massachusetts,Norfolk County
123,"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-22,0,0,0,Arizona,Maricopa County
124,"Wake County, NC",US,35.8032,-78.5661,2020-01-22,0,0,0,North Carolina,Wake County
125,"Wetchester County, NY",US,41.122,-73.7949,2020-01-22,0,0,0,New York,Wetchester County
126,,Ukraine,48.3794,31.1656,2020-01-22,0,0,0,Kiev,
127,,Saint Barthelemy,17.9,-62.8333,2020-01-22,0,0,0,Saint Barthelemy,
128,"Orange County, CA",US,33.7879,-117.8531,2020-01-22,0,0,0,California,Orange County
129,,Hungary,47.1625,19.5033,2020-01-22,0,0,0,erdészet,
130,Northern Territory,Australia,-12.4634,130.8456,2020-01-22,0,0,0,Northern Territory,
131,,Faroe Islands,61.8926,-6.9118,2020-01-22,0,0,0,Sandoy,
132,,Gibraltar,36.1408,-5.3536,2020-01-22,0,0,0,Gibraltar,
133,,Liechtenstein,47.14,9.55,2020-01-22,0,0,0,Vaduz,
134,,Poland,51.9194,19.1451,2020-01-22,0,0,0,Warsaw,
135,,Tunisia,34.0,9.0,2020-01-22,0,0,0,Tunis,
136,"Contra Costa County, CA",US,37.8534,-121.9018,2020-01-22,0,0,0,California,Contra Costa County
137,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,0,0,Sarajevo,
138,,Slovenia,46.1512,14.9955,2020-01-22,0,0,0,Ljubljana,
139,"Bergen County, NJ",US,40.9263,-74.077,2020-01-22,0,0,0,New Jersey,Bergen County
140,"Harris County, TX",US,29.7752,-95.3103,2020-01-22,0,0,0,Texas,Harris County
141,"San Francisco County, CA",US,37.7749,-122.4194,2020-01-22,0,0,0,California,San Francisco County
142,,South Africa,-30.5595,22.9375,2020-01-22,0,0,0,Pretoria,
143,"Clark County, NV",US,36.0796,-115.094,2020-01-22,0,0,0,Nevada,Clark County
144,"Fort Bend County, TX",US,29.5693,-95.8143,2020-01-22,0,0,0,Texas,Fort Bend County
145,"Grant County, WA",US,47.1981,-119.3732,2020-01-22,0,0,0,Washington,Grant County
146,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2020-01-22,0,0,0,Florida,Santa Rosa County
147,"Williamson County, TN",US,35.9179,-86.8622,2020-01-22,0,0,0,Tennessee,Williamson County
148,"New York County, NY",US,40.7128,-74.006,2020-01-22,0,0,0,New York,New York County
149,"Montgomery County, MD",US,39.1547,-77.2405,2020-01-22,0,0,0,Maryland,Montgomery County
150,"Suffolk County, MA",US,42.3601,-71.0589,2020-01-22,0,0,0,Massachusetts,Suffolk County
151,"Denver County, CO",US,39.7392,-104.9903,2020-01-22,0,0,0,Colorado,Denver County
152,"Summit County, CO",US,39.5912,-106.064,2020-01-22,0,0,0,Colorado,Summit County
153,,Bhutan,27.5142,90.4336,2020-01-22,0,0,0,Trongsa,
154,,Cameroon,3.8480000000000003,11.5021,2020-01-22,0,0,0,Yaounde,
155,,Colombia,4.5709,-74.2973,2020-01-22,0,0,0,Cundinamarca,
156,,Costa Rica,9.7489,-83.7534,2020-01-22,0,0,0,San José,
157,,Peru,-9.19,-75.0152,2020-01-22,0,0,0,Lima,
158,,Serbia,44.0165,21.0059,2020-01-22,0,0,0,Maršić,
159,,Slovakia,48.669,19.699,2020-01-22,0,0,0,Bratislava,
160,,Togo,8.6195,0.8248,2020-01-22,0,0,0,Sotouboua,
161,"Chatham County, NC",US,35.7211,-79.1781,2020-01-22,0,0,0,North Carolina,Chatham County
162,"Delaware County, PA",US,39.9078,-75.3879,2020-01-22,0,0,0,Pennsylvania,Delaware County
163,"Douglas County, NE",US,41.3148,-96.1951,2020-01-22,0,0,0,Nebraska,Douglas County
164,"Fayette County, KY",US,38.0606,-84.4803,2020-01-22,0,0,0,Kentucky,Fayette County
165,"Marion County, IN",US,39.8362,-86.1752,2020-01-22,0,0,0,Indiana,Marion County
166,"Middlesex County, MA",US,42.4672,-71.2874,2020-01-22,0,0,0,Massachusetts,Middlesex County
167,"Nassau County, NY",US,40.6546,-73.5594,2020-01-22,0,0,0,New York,Nassau County
168,"Ramsey County, MN",US,44.9964,-93.0616,2020-01-22,0,0,0,Minnesota,Ramsey County
169,"Washoe County, NV",US,40.5608,-119.6035,2020-01-22,0,0,0,Nevada,Washoe County
170,"Wayne County, PA",US,41.6739,-75.2479,2020-01-22,0,0,0,Pennsylvania,Wayne County
171,"Yolo County, CA",US,38.7646,-121.9018,2020-01-22,0,0,0,California,Yolo County
172,"Santa Clara County, CA",US,37.3541,-121.9552,2020-01-22,0,0,0,California,Santa Clara County
173,,French Guiana,3.9339,-53.1258,2020-01-22,0,0,0,Saint-Elie,
174,,Malta,35.9375,14.3754,2020-01-22,0,0,0,Mgarr,
175,"Douglas County, CO",US,39.2587,-104.9389,2020-01-22,0,0,0,Colorado,Douglas County
176,"Providence County, RI",US,41.8882,-71.4774,2020-01-22,0,0,0,Rhode Island,Providence County
177,,Martinique,14.6415,-61.0242,2020-01-22,0,0,0,Martinique,
178,"Alameda County, CA",US,37.6017,-121.7195,2020-01-22,0,0,0,California,Alameda County
179,"Broward County, FL",US,26.1901,-80.3659,2020-01-22,0,0,0,Florida,Broward County
180,"Lee County, FL",US,26.663,-81.9535,2020-01-22,0,0,0,Florida,Lee County
181,"Pinal County, AZ",US,32.8162,-111.2845,2020-01-22,0,0,0,Arizona,Pinal County
182,"Rockland County, NY",US,41.1489,-73.983,2020-01-22,0,0,0,New York,Rockland County
183,"Saratoga County, NY",US,43.0324,-73.936,2020-01-22,0,0,0,New York,Saratoga County
184,"Charleston County, SC",US,32.7957,-79.7848,2020-01-22,0,0,0,South Carolina,Charleston County
185,"Clark County, WA",US,45.7466,-122.5194,2020-01-22,0,0,0,Washington,Clark County
186,"Cobb County, GA",US,33.8999,-84.5641,2020-01-22,0,0,0,Georgia,Cobb County
187,"Davis County, UT",US,40.9629,-112.0953,2020-01-22,0,0,0,Utah,Davis County
188,"El Paso County, CO",US,38.9108,-104.4723,2020-01-22,0,0,0,Colorado,El Paso County
189,"Honolulu County, HI",US,21.307,-157.8584,2020-01-22,0,0,0,Hawaii,Honolulu County
190,"Jackson County, OR ",US,42.3345,-122.7647,2020-01-22,0,0,0,Oregon,Jackson County
191,"Jefferson County, WA",US,47.7425,-123.304,2020-01-22,0,0,0,Washington,Jefferson County
192,"Kershaw County, SC",US,34.3672,-80.5883,2020-01-22,0,0,0,South Carolina,Kershaw County
193,"Klamath County, OR",US,42.6953,-121.6142,2020-01-22,0,0,0,Oregon,Klamath County
194,"Madera County, CA",US,37.2519,-119.6963,2020-01-22,0,0,0,California,Madera County
195,"Pierce County, WA",US,47.0676,-122.1295,2020-01-22,0,0,0,Washington,Pierce County
196,"Tulsa County, OK",US,36.1593,-95.941,2020-01-22,0,0,0,Oklahoma,Tulsa County
197,,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0,Sofia,
198,,Maldives,3.2028,73.2207,2020-01-22,0,0,0,Malé,
199,"Montgomery County, PA",US,40.229,-75.3879,2020-01-22,0,0,0,Pennsylvania,Montgomery County
200,,Bangladesh,23.685,90.3563,2020-01-22,0,0,0,Dhaka,
201,"Fairfax County, VA",US,38.9085,-77.2405,2020-01-22,0,0,0,Virginia,Fairfax County
202,"Rockingham County, NH",US,42.9931,-71.0498,2020-01-22,0,0,0,New Hampshire,Rockingham County
203,"Washington, D.C.",US,38.9072,-77.0369,2020-01-22,0,0,0,"Washington, D.C.",Washington
204,,Paraguay,-23.4425,-58.4438,2020-01-22,0,0,0,Asunción,
205,"Berkshire County, MA",US,42.3118,-73.1822,2020-01-22,0,0,0,Massachusetts,Berkshire County
206,"Davidson County, TN",US,36.1343,-86.822,2020-01-22,0,0,0,Tennessee,Davidson County
207,"Douglas County, OR",US,43.1261,-123.2492,2020-01-22,0,0,0,Oregon,Douglas County
208,"Fresno County, CA",US,36.9859,-119.2321,2020-01-22,0,0,0,California,Fresno County
209,"Harford County, MD",US,39.5839,-76.3637,2020-01-22,0,0,0,Maryland,Harford County
210,"Hendricks County, IN",US,39.8065,-86.5401,2020-01-22,0,0,0,Indiana,Hendricks County
211,"Hudson County, NJ",US,40.7453,-74.0535,2020-01-22,0,0,0,New Jersey,Hudson County
212,"Johnson County, KS",US,38.8454,-94.8521,2020-01-22,0,0,0,Kansas,Johnson County
213,"Kittitas County, WA",US,47.175,-120.9319,2020-01-22,0,0,0,Washington,Kittitas County
214,"Manatee County, FL",US,27.4799,-82.3452,2020-01-22,0,0,0,Florida,Manatee County
215,"Marion County, OR",US,44.8446,-122.5927,2020-01-22,0,0,0,Oregon,Marion County
216,"Okaloosa County, FL",US,30.5773,-86.6611,2020-01-22,0,0,0,Florida,Okaloosa County
217,"Polk County, GA",US,34.0132,-85.1479,2020-01-22,0,0,0,Georgia,Polk County
218,"Riverside County, CA",US,33.9533,-117.3961,2020-01-22,0,0,0,California,Riverside County
219,"Shelby County, TN",US,35.1269,-89.9253,2020-01-22,0,0,0,Tennessee,Shelby County
220,"St. Louis County, MO",US,38.6103,-90.4125,2020-01-22,0,0,0,Missouri,St. Louis County
221,"Suffolk County, NY",US,40.9849,-72.6151,2020-01-22,0,0,0,New York,Suffolk County
222,"Ulster County, NY",US,41.8586,-74.3118,2020-01-22,0,0,0,New York,Ulster County
223,"Volusia County, FL",US,29.028000000000002,-81.0755,2020-01-22,0,0,0,Florida,Volusia County
224,Ontario,Canada,51.2538,-85.3232,2020-01-22,0,0,0,Ontario,
225,Alberta,Canada,53.9333,-116.5765,2020-01-22,0,0,0,Alberta,
226,Quebec,Canada,52.9399,-73.5491,2020-01-22,0,0,0,Quebec,
227,"Johnson County, IA",US,41.6699,-91.5984,2020-01-22,0,0,0,Iowa,Johnson County
228,,Albania,41.1533,20.1683,2020-01-22,0,0,0,E852,
229,,Cyprus,35.1264,33.4299,2020-01-22,0,0,0,Nicosia,
230,"Harrison County, KY",US,38.4333,-84.3542,2020-01-22,0,0,0,Kentucky,Harrison County
231,,Brunei,4.5353,114.7277,2020-01-22,0,0,0,Rambai,
232,"Bennington County, VT",US,43.0279,-73.135,2020-01-22,0,0,0,Vermont,Bennington County
233,"Carver County, MN",US,44.8254,-93.7842,2020-01-22,0,0,0,Minnesota,Carver County
234,"Charlotte County, FL",US,26.8946,-81.9098,2020-01-22,0,0,0,Florida,Charlotte County
235,"Cherokee County, GA",US,34.2515,-84.4803,2020-01-22,0,0,0,Georgia,Cherokee County
236,"Collin County, TX",US,33.1795,-96.493,2020-01-22,0,0,0,Texas,Collin County
237,"Jefferson County, KY",US,38.1938,-85.6435,2020-01-22,0,0,0,Kentucky,Jefferson County
238,"Jefferson Parish, LA",US,29.6499,-90.1121,2020-01-22,0,0,0,Louisiana,Jefferson Parish
239,"Shasta County, CA",US,40.7909,-121.8474,2020-01-22,0,0,0,California,Shasta County
240,"Spartanburg County, SC",US,34.8606,-81.9535,2020-01-22,0,0,0,South Carolina,Spartanburg County
241,,Iran,32.0,53.0,2020-01-22,0,0,0,Tehran,
242,,Republic of Korea,36.0,128.0,2020-01-22,1,0,0,Gyeongsangbuk-do,
243,Washington,US,47.4009,-121.4905,2020-01-22,0,0,0,Washington,Washington
244,New York,US,42.1657,-74.9481,2020-01-22,0,0,0,New York,New York
245,California,US,36.1162,-119.6816,2020-01-22,0,0,0,California,California
246,Hong Kong,Hong Kong SAR,22.3,114.2,2020-01-22,0,0,0,Hong Kong,
247,Massachusetts,US,42.2302,-71.5301,2020-01-22,0,0,0,Massachusetts,Massachusetts
248,Taiwan,Taipei and environs,23.7,121.0,2020-01-22,1,0,0,Taiwan,
249,Diamond Princess,US,35.4437,139.638,2020-01-22,0,0,0,Diamond Princess,Diamond Princess
250,,Vietnam,16.0,108.0,2020-01-22,0,0,0,Hanoi,
251,,occupied Palestinian territory,31.9522,35.2332,2020-01-22,0,0,0,occupied Palestinian territory,
252,Grand Princess,US,37.6489,-122.6655,2020-01-22,0,0,0,Grand Princess,Grand Princess
253,Georgia,US,33.0406,-83.6431,2020-01-22,0,0,0,Georgia,Georgia
254,Colorado,US,39.0598,-105.3111,2020-01-22,0,0,0,Colorado,Colorado
255,Florida,US,27.7663,-81.6868,2020-01-22,0,0,0,Florida,Florida
256,New Jersey,US,40.2989,-74.521,2020-01-22,0,0,0,New Jersey,New Jersey
257,Oregon,US,44.571999999999996,-122.0709,2020-01-22,0,0,0,Oregon,Oregon
258,Texas,US,31.0545,-97.5635,2020-01-22,0,0,0,Texas,Texas
259,Illinois,US,40.3495,-88.9861,2020-01-22,0,0,0,Illinois,Illinois
260,Pennsylvania,US,40.5908,-77.2098,2020-01-22,0,0,0,Pennsylvania,Pennsylvania
261,Macau,Macao SAR,22.1667,113.55,2020-01-22,1,0,0,Macau,
262,,Russian Federation,60.0,90.0,2020-01-22,0,0,0,Russia,
263,Iowa,US,42.0115,-93.2105,2020-01-22,0,0,0,Iowa,Iowa
264,Maryland,US,39.0639,-76.8021,2020-01-22,0,0,0,Maryland,Maryland
265,North Carolina,US,35.6301,-79.8064,2020-01-22,0,0,0,North Carolina,North Carolina
266,South Carolina,US,33.8569,-80.945,2020-01-22,0,0,0,South Carolina,South Carolina
267,Tennessee,US,35.7478,-86.6923,2020-01-22,0,0,0,Tennessee,Tennessee
268,Virginia,US,37.7693,-78.17,2020-01-22,0,0,0,Virginia,Virginia
269,Arizona,US,33.7298,-111.4312,2020-01-22,0,0,0,Arizona,Arizona
270,Indiana,US,39.8494,-86.2583,2020-01-22,0,0,0,Indiana,Indiana
271,Kentucky,US,37.6681,-84.6701,2020-01-22,0,0,0,Kentucky,Kentucky
272,District of Columbia,US,38.8974,-77.0268,2020-01-22,0,0,0,District of Columbia,District of Columbia
273,Nevada,US,38.3135,-117.0554,2020-01-22,0,0,0,Nevada,Nevada
274,New Hampshire,US,43.4525,-71.5639,2020-01-22,0,0,0,New Hampshire,New Hampshire
275,,Moldova,47.4116,28.3699,2020-01-22,0,0,0,Chisinau,
276,Minnesota,US,45.6945,-93.9002,2020-01-22,0,0,0,Minnesota,Minnesota
277,Nebraska,US,41.1254,-98.2681,2020-01-22,0,0,0,Nebraska,Nebraska
278,Ohio,US,40.3888,-82.7649,2020-01-22,0,0,0,Ohio,Ohio
279,Rhode Island,US,41.6809,-71.5118,2020-01-22,0,0,0,Rhode Island,Rhode Island
280,Wisconsin,US,44.2685,-89.6165,2020-01-22,0,0,0,Wisconsin,Wisconsin
281,,Saint Martin,18.0708,-63.0501,2020-01-22,0,0,0,Marigot,
282,Connecticut,US,41.5978,-72.7554,2020-01-22,0,0,0,Connecticut,Connecticut
283,Hawaii,US,21.0943,-157.4983,2020-01-22,0,0,0,Hawaii,Hawaii
284,Oklahoma,US,35.5653,-96.9289,2020-01-22,0,0,0,Oklahoma,Oklahoma
285,Utah,US,40.15,-111.8624,2020-01-22,0,0,0,Utah,Utah
286,,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0,Kadiogo,
287,,Channel Islands,49.3723,-2.3644,2020-01-22,0,0,0,Channel Islands,
288,,Vatican City,41.9029,12.4534,2020-01-22,0,0,0,Vatican City,
289,,Mongolia,46.8625,103.8467,2020-01-22,0,0,0,Burd,
290,,Panama,8.538,-80.7821,2020-01-22,0,0,0,Panama City,
291,Kansas,US,38.5266,-96.7265,2020-01-22,0,0,0,Kansas,Kansas
292,Louisiana,US,31.1695,-91.8678,2020-01-22,0,0,0,Louisiana,Louisiana
293,Missouri,US,38.4561,-92.2884,2020-01-22,0,0,0,Missouri,Missouri
294,Vermont,US,44.0459,-72.7107,2020-01-22,0,0,0,Vermont,Vermont
295,Alaska,US,61.3707,-152.4044,2020-01-22,0,0,0,Alaska,Alaska
296,Arkansas,US,34.9697,-92.3731,2020-01-22,0,0,0,Arkansas,Arkansas
297,Delaware,US,39.3185,-75.5071,2020-01-22,0,0,0,Delaware,Delaware
298,Idaho,US,44.2405,-114.4788,2020-01-22,0,0,0,Idaho,Idaho
299,Maine,US,44.6939,-69.3819,2020-01-22,0,0,0,Maine,Maine
300,Michigan,US,43.3266,-84.5361,2020-01-22,0,0,0,Michigan,Michigan
301,Mississippi,US,32.7416,-89.6787,2020-01-22,0,0,0,Mississippi,Mississippi
302,Montana,US,46.9219,-110.4544,2020-01-22,0,0,0,Montana,Montana
303,New Mexico,US,34.8405,-106.2485,2020-01-22,0,0,0,New Mexico,New Mexico
304,North Dakota,US,47.5289,-99.78399999999999,2020-01-22,0,0,0,North Dakota,North Dakota
305,South Dakota,US,44.2998,-99.4388,2020-01-22,0,0,0,South Dakota,South Dakota
306,West Virginia,US,38.4912,-80.9545,2020-01-22,0,0,0,West Virginia,West Virginia
307,Wyoming,US,42.756,-107.3025,2020-01-22,0,0,0,Wyoming,Wyoming
308,"Kitsap, WA",US,47.6477,-122.6413,2020-01-22,0,0,0,Washington,Kitsap
309,"Solano, CA",US,38.3105,-121.9018,2020-01-22,0,0,0,California,Solano
310,"Santa Cruz, CA",US,37.0454,-121.958,2020-01-22,0,0,0,California,Santa Cruz
311,"Napa, CA",US,38.5025,-122.2654,2020-01-22,0,0,0,California,Napa
312,"Ventura, CA",US,34.3705,-119.1391,2020-01-22,0,0,0,California,Ventura
313,"Worcester, MA",US,42.4097,-71.8571,2020-01-22,0,0,0,Massachusetts,Worcester
314,"Gwinnett, GA",US,33.9191,-84.0167,2020-01-22,0,0,0,Georgia,Gwinnett
315,"DeKalb, GA",US,33.7956,-84.2279,2020-01-22,0,0,0,Georgia,DeKalb
316,"Floyd, GA",US,37.5455,-82.7779,2020-01-22,0,0,0,Georgia,Floyd
317,"Fayette, GA",US,33.4502,-84.4803,2020-01-22,0,0,0,Georgia,Fayette
